center,left,right,steering,throttle,brake,speed
IMG/center_2017_02_08_18_22_15_949.jpg, IMG/left_2017_02_08_18_22_15_949.jpg, IMG/right_2017_02_08_18_22_15_949.jpg,0.3292161,0.0,0.0,29.67982
IMG/center_2017_02_08_18_22_16_152.jpg, IMG/left_2017_02_08_18_22_16_152.jpg, IMG/right_2017_02_08_18_22_16_152.jpg,0.2611732,0.0,0.0,29.03946
IMG/center_2017_02_08_18_22_16_655.jpg, IMG/left_2017_02_08_18_22_16_655.jpg, IMG/right_2017_02_08_18_22_16_655.jpg,0.562506,0.9324846,0.0,29.05954
IMG/center_2017_02_08_18_22_19_773.jpg, IMG/left_2017_02_08_18_22_19_773.jpg, IMG/right_2017_02_08_18_22_19_773.jpg,0.5916673,0.9999623,0.0,29.38048
IMG/center_2017_02_08_18_22_19_873.jpg, IMG/left_2017_02_08_18_22_19_873.jpg, IMG/right_2017_02_08_18_22_19_873.jpg,0.5819468,0.9999623,0.0,29.98877
IMG/center_2017_02_08_18_22_20_174.jpg, IMG/left_2017_02_08_18_22_20_174.jpg, IMG/right_2017_02_08_18_22_20_174.jpg,0.4847427,0.9999623,0.0,29.88308
IMG/center_2017_02_08_18_22_20_275.jpg, IMG/left_2017_02_08_18_22_20_275.jpg, IMG/right_2017_02_08_18_22_20_275.jpg,0.09592617,0.9421296,0.0,30.19991
IMG/center_2017_02_08_18_22_20_878.jpg, IMG/left_2017_02_08_18_22_20_878.jpg, IMG/right_2017_02_08_18_22_20_878.jpg,0.2028507,0.9999623,0.0,30.26107
IMG/center_2017_02_08_18_22_20_978.jpg, IMG/left_2017_02_08_18_22_20_978.jpg, IMG/right_2017_02_08_18_22_20_978.jpg,0.115367,0.0,0.0,30.08635
IMG/center_2017_02_08_18_22_21_180.jpg, IMG/left_2017_02_08_18_22_21_180.jpg, IMG/right_2017_02_08_18_22_21_180.jpg,0.4361407,0.9999623,0.0,29.76693
IMG/center_2017_02_08_18_22_22_288.jpg, IMG/left_2017_02_08_18_22_22_288.jpg, IMG/right_2017_02_08_18_22_22_288.jpg,-0.1512346,0.9999623,0.0,30.11733
IMG/center_2017_02_08_18_22_24_100.jpg, IMG/left_2017_02_08_18_22_24_100.jpg, IMG/right_2017_02_08_18_22_24_100.jpg,0.280614,0.9999623,0.0,29.9765
IMG/center_2017_02_08_18_22_25_206.jpg, IMG/left_2017_02_08_18_22_25_206.jpg, IMG/right_2017_02_08_18_22_25_206.jpg,-0.2862654,0.9999623,0.0,30.18733
IMG/center_2017_02_08_18_22_25_810.jpg, IMG/left_2017_02_08_18_22_25_810.jpg, IMG/right_2017_02_08_18_22_25_810.jpg,0.562506,0.9999623,0.0,30.12969
IMG/center_2017_02_08_18_22_26_312.jpg, IMG/left_2017_02_08_18_22_26_312.jpg, IMG/right_2017_02_08_18_22_26_312.jpg,-0.5852624,0.9999623,0.0,30.13497
IMG/center_2017_02_08_18_22_27_017.jpg, IMG/left_2017_02_08_18_22_27_017.jpg, IMG/right_2017_02_08_18_22_27_017.jpg,0.5430652,0.9999623,0.0,30.11495
IMG/center_2017_02_08_18_22_29_324.jpg, IMG/left_2017_02_08_18_22_29_324.jpg, IMG/right_2017_02_08_18_22_29_324.jpg,-0.5756173,0.5466821,0.0,30.09167
IMG/center_2017_02_08_18_22_29_525.jpg, IMG/left_2017_02_08_18_22_29_525.jpg, IMG/right_2017_02_08_18_22_29_525.jpg,-0.3827161,0.0,0.0,29.4177
IMG/center_2017_02_08_18_22_32_036.jpg, IMG/left_2017_02_08_18_22_32_036.jpg, IMG/right_2017_02_08_18_22_32_036.jpg,0.3680978,0.0,0.0,25.12533
IMG/center_2017_02_08_18_22_32_137.jpg, IMG/left_2017_02_08_18_22_32_137.jpg, IMG/right_2017_02_08_18_22_32_137.jpg,0.4555815,0.0,0.0,24.77248
IMG/center_2017_02_08_18_22_34_753.jpg, IMG/left_2017_02_08_18_22_34_753.jpg, IMG/right_2017_02_08_18_22_34_753.jpg,-0.2573302,0.9999623,0.0,27.42539
IMG/center_2017_02_08_18_22_39_382.jpg, IMG/left_2017_02_08_18_22_39_382.jpg, IMG/right_2017_02_08_18_22_39_382.jpg,0.5819468,0.1319444,0.0,29.90961
IMG/center_2017_02_08_18_22_41_193.jpg, IMG/left_2017_02_08_18_22_41_193.jpg, IMG/right_2017_02_08_18_22_41_193.jpg,-0.4405864,0.9999623,0.0,29.61204
IMG/center_2017_02_08_18_22_41_293.jpg, IMG/left_2017_02_08_18_22_41_293.jpg, IMG/right_2017_02_08_18_22_41_293.jpg,-0.373071,0.9999623,0.0,30.19297
IMG/center_2017_02_08_18_22_42_402.jpg, IMG/left_2017_02_08_18_22_42_402.jpg, IMG/right_2017_02_08_18_22_42_402.jpg,0.4555815,0.9999623,0.0,28.15374
IMG/center_2017_02_08_18_22_42_502.jpg, IMG/left_2017_02_08_18_22_42_502.jpg, IMG/right_2017_02_08_18_22_42_502.jpg,0.4555815,0.9999623,0.0,28.97513
IMG/center_2017_02_08_18_22_43_508.jpg, IMG/left_2017_02_08_18_22_43_508.jpg, IMG/right_2017_02_08_18_22_43_508.jpg,0.5916673,0.9999623,0.0,30.13915
IMG/center_2017_02_08_18_22_44_312.jpg, IMG/left_2017_02_08_18_22_44_312.jpg, IMG/right_2017_02_08_18_22_44_312.jpg,0.4166998,0.9999623,0.0,30.16309
IMG/center_2017_02_08_18_22_44_412.jpg, IMG/left_2017_02_08_18_22_44_412.jpg, IMG/right_2017_02_08_18_22_44_412.jpg,0.4166998,0.527392,0.0,30.18637
IMG/center_2017_02_08_18_22_44_614.jpg, IMG/left_2017_02_08_18_22_44_614.jpg, IMG/right_2017_02_08_18_22_44_614.jpg,0.3680978,0.9999623,0.0,30.19303
IMG/center_2017_02_08_18_22_46_220.jpg, IMG/left_2017_02_08_18_22_46_220.jpg, IMG/right_2017_02_08_18_22_46_220.jpg,-0.4695216,0.9999623,0.0,30.10009
IMG/center_2017_02_08_18_22_46_321.jpg, IMG/left_2017_02_08_18_22_46_321.jpg, IMG/right_2017_02_08_18_22_46_321.jpg,-0.2669753,0.9999623,0.0,30.21128
IMG/center_2017_02_08_18_22_47_927.jpg, IMG/left_2017_02_08_18_22_47_927.jpg, IMG/right_2017_02_08_18_22_47_927.jpg,-0.4405864,0.9999623,0.0,30.18227
IMG/center_2017_02_08_18_22_49_837.jpg, IMG/left_2017_02_08_18_22_49_837.jpg, IMG/right_2017_02_08_18_22_49_837.jpg,0.4555815,0.9999623,0.0,30.19514
IMG/center_2017_02_08_18_22_51_644.jpg, IMG/left_2017_02_08_18_22_51_644.jpg, IMG/right_2017_02_08_18_22_51_644.jpg,0.2611732,0.9999623,0.0,30.17181
IMG/center_2017_02_08_18_22_51_745.jpg, IMG/left_2017_02_08_18_22_51_745.jpg, IMG/right_2017_02_08_18_22_51_745.jpg,0.280614,0.9999623,0.0,30.1914
IMG/center_2017_02_08_18_22_51_946.jpg, IMG/left_2017_02_08_18_22_51_946.jpg, IMG/right_2017_02_08_18_22_51_946.jpg,-0.5563272,0.9999623,0.0,30.12375
IMG/center_2017_02_08_18_22_52_148.jpg, IMG/left_2017_02_08_18_22_52_148.jpg, IMG/right_2017_02_08_18_22_52_148.jpg,-0.5563272,0.9999623,0.0,30.13119
IMG/center_2017_02_08_18_22_52_450.jpg, IMG/left_2017_02_08_18_22_52_450.jpg, IMG/right_2017_02_08_18_22_52_450.jpg,0.2028507,0.9999623,0.0,30.16895
IMG/center_2017_02_08_18_22_53_453.jpg, IMG/left_2017_02_08_18_22_53_453.jpg, IMG/right_2017_02_08_18_22_53_453.jpg,0.1542487,0.9999623,0.0,30.20566
IMG/center_2017_02_08_18_22_53_855.jpg, IMG/left_2017_02_08_18_22_53_855.jpg, IMG/right_2017_02_08_18_22_53_855.jpg,0.5430652,0.9999623,0.0,30.14988
IMG/center_2017_02_08_18_22_53_955.jpg, IMG/left_2017_02_08_18_22_53_955.jpg, IMG/right_2017_02_08_18_22_53_955.jpg,0.5819468,0.9999623,0.0,30.1516
IMG/center_2017_02_08_18_22_54_760.jpg, IMG/left_2017_02_08_18_22_54_760.jpg, IMG/right_2017_02_08_18_22_54_760.jpg,-0.5563272,0.9999623,0.0,30.15903
IMG/center_2017_02_08_18_22_55_465.jpg, IMG/left_2017_02_08_18_22_55_465.jpg, IMG/right_2017_02_08_18_22_55_465.jpg,0.1542487,0.9999623,0.0,30.22791
IMG/center_2017_02_08_18_22_55_668.jpg, IMG/left_2017_02_08_18_22_55_668.jpg, IMG/right_2017_02_08_18_22_55_668.jpg,-0.5081019,0.9999623,0.0,30.16518
IMG/center_2017_02_08_18_22_56_172.jpg, IMG/left_2017_02_08_18_22_56_172.jpg, IMG/right_2017_02_08_18_22_56_172.jpg,0.2611732,0.9999623,0.0,30.18273
IMG/center_2017_02_08_18_22_56_575.jpg, IMG/left_2017_02_08_18_22_56_575.jpg, IMG/right_2017_02_08_18_22_56_575.jpg,-0.5081019,0.9999623,0.0,30.16868
IMG/center_2017_02_08_18_22_56_776.jpg, IMG/left_2017_02_08_18_22_56_776.jpg, IMG/right_2017_02_08_18_22_56_776.jpg,-0.2862654,0.9999623,0.0,30.20727
IMG/center_2017_02_08_18_22_56_976.jpg, IMG/left_2017_02_08_18_22_56_976.jpg, IMG/right_2017_02_08_18_22_56_976.jpg,0.280614,0.9999623,0.0,30.19065
IMG/center_2017_02_08_18_22_57_077.jpg, IMG/left_2017_02_08_18_22_57_077.jpg, IMG/right_2017_02_08_18_22_57_077.jpg,0.280614,0.9999623,0.0,30.20793
IMG/center_2017_02_08_18_22_57_681.jpg, IMG/left_2017_02_08_18_22_57_681.jpg, IMG/right_2017_02_08_18_22_57_681.jpg,-0.3827161,0.9999623,0.0,30.17898
IMG/center_2017_02_08_18_22_57_882.jpg, IMG/left_2017_02_08_18_22_57_882.jpg, IMG/right_2017_02_08_18_22_57_882.jpg,-0.2380401,0.9999623,0.0,30.19299
IMG/center_2017_02_08_18_22_58_786.jpg, IMG/left_2017_02_08_18_22_58_786.jpg, IMG/right_2017_02_08_18_22_58_786.jpg,0.4847427,0.9999623,0.0,30.14058
IMG/center_2017_02_08_18_22_58_887.jpg, IMG/left_2017_02_08_18_22_58_887.jpg, IMG/right_2017_02_08_18_22_58_887.jpg,-0.2669753,0.9999623,0.0,30.13024
IMG/center_2017_02_08_18_22_59_489.jpg, IMG/left_2017_02_08_18_22_59_489.jpg, IMG/right_2017_02_08_18_22_59_489.jpg,-0.01620371,0.9999623,0.0,30.19465
IMG/center_2017_02_08_18_22_59_690.jpg, IMG/left_2017_02_08_18_22_59_690.jpg, IMG/right_2017_02_08_18_22_59_690.jpg,-0.1705247,0.9999623,0.0,30.19178
IMG/center_2017_02_08_18_23_00_092.jpg, IMG/left_2017_02_08_18_23_00_092.jpg, IMG/right_2017_02_08_18_23_00_092.jpg,0.2222915,0.9999623,0.0,30.18049
IMG/center_2017_02_08_18_23_01_599.jpg, IMG/left_2017_02_08_18_23_01_599.jpg, IMG/right_2017_02_08_18_23_01_599.jpg,0.07648534,0.9999623,0.0,30.21305
IMG/center_2017_02_08_18_23_01_699.jpg, IMG/left_2017_02_08_18_23_01_699.jpg, IMG/right_2017_02_08_18_23_01_699.jpg,0.3486569,0.9999623,0.0,30.19227
IMG/center_2017_02_08_18_23_01_799.jpg, IMG/left_2017_02_08_18_23_01_799.jpg, IMG/right_2017_02_08_18_23_01_799.jpg,-0.5177469,0.9999623,0.0,30.1539
IMG/center_2017_02_08_18_23_02_100.jpg, IMG/left_2017_02_08_18_23_02_100.jpg, IMG/right_2017_02_08_18_23_02_100.jpg,-0.373071,0.9999623,0.0,30.20465
IMG/center_2017_02_08_18_23_02_200.jpg, IMG/left_2017_02_08_18_23_02_200.jpg, IMG/right_2017_02_08_18_23_02_200.jpg,-0.4502315,0.9999623,0.0,30.20891
IMG/center_2017_02_08_18_23_02_502.jpg, IMG/left_2017_02_08_18_23_02_502.jpg, IMG/right_2017_02_08_18_23_02_502.jpg,-0.1705247,0.9999623,0.0,30.18383
IMG/center_2017_02_08_18_23_03_205.jpg, IMG/left_2017_02_08_18_23_03_205.jpg, IMG/right_2017_02_08_18_23_03_205.jpg,-0.3055556,0.9999623,0.0,30.18211
IMG/center_2017_02_08_18_23_03_405.jpg, IMG/left_2017_02_08_18_23_03_405.jpg, IMG/right_2017_02_08_18_23_03_405.jpg,-0.05478396,0.9999623,0.0,30.19637
IMG/center_2017_02_08_18_23_03_807.jpg, IMG/left_2017_02_08_18_23_03_807.jpg, IMG/right_2017_02_08_18_23_03_807.jpg,-0.2862654,0.9999623,0.0,30.21771
IMG/center_2017_02_08_18_23_04_109.jpg, IMG/left_2017_02_08_18_23_04_109.jpg, IMG/right_2017_02_08_18_23_04_109.jpg,-0.5177469,0.9999623,0.0,30.15657
IMG/center_2017_02_08_18_23_06_020.jpg, IMG/left_2017_02_08_18_23_06_020.jpg, IMG/right_2017_02_08_18_23_06_020.jpg,-0.3827161,0.9999623,0.0,30.17103
IMG/center_2017_02_08_18_23_06_527.jpg, IMG/left_2017_02_08_18_23_06_527.jpg, IMG/right_2017_02_08_18_23_06_527.jpg,0.4750223,0.9999623,0.0,30.14326
IMG/center_2017_02_08_18_23_07_230.jpg, IMG/left_2017_02_08_18_23_07_230.jpg, IMG/right_2017_02_08_18_23_07_230.jpg,0.397259,0.9999623,0.0,30.15888
IMG/center_2017_02_08_18_23_07_533.jpg, IMG/left_2017_02_08_18_23_07_533.jpg, IMG/right_2017_02_08_18_23_07_533.jpg,0.562506,0.9999623,0.0,30.14734
IMG/center_2017_02_08_18_23_08_540.jpg, IMG/left_2017_02_08_18_23_08_540.jpg, IMG/right_2017_02_08_18_23_08_540.jpg,-0.3537809,0.9999623,0.0,30.18322
IMG/center_2017_02_08_18_23_09_547.jpg, IMG/left_2017_02_08_18_23_09_547.jpg, IMG/right_2017_02_08_18_23_09_547.jpg,-0.5081019,0.9999623,0.0,30.16195
IMG/center_2017_02_08_18_23_09_747.jpg, IMG/left_2017_02_08_18_23_09_747.jpg, IMG/right_2017_02_08_18_23_09_747.jpg,0.5819468,0.9999623,0.0,30.1297
IMG/center_2017_02_08_18_23_10_349.jpg, IMG/left_2017_02_08_18_23_10_349.jpg, IMG/right_2017_02_08_18_23_10_349.jpg,-0.2380401,0.9999623,0.0,30.12432
IMG/center_2017_02_08_18_23_11_656.jpg, IMG/left_2017_02_08_18_23_11_656.jpg, IMG/right_2017_02_08_18_23_11_656.jpg,0.2417324,0.9999623,0.0,30.19999
IMG/center_2017_02_08_18_23_11_957.jpg, IMG/left_2017_02_08_18_23_11_957.jpg, IMG/right_2017_02_08_18_23_11_957.jpg,-0.21875,0.9999623,0.0,30.16977
IMG/center_2017_02_08_18_23_12_560.jpg, IMG/left_2017_02_08_18_23_12_560.jpg, IMG/right_2017_02_08_18_23_12_560.jpg,0.3097753,0.9999623,0.0,30.16739
IMG/center_2017_02_08_18_23_14_066.jpg, IMG/left_2017_02_08_18_23_14_066.jpg, IMG/right_2017_02_08_18_23_14_066.jpg,-0.3248457,0.9999623,0.0,30.19228
IMG/center_2017_02_08_18_23_14_469.jpg, IMG/left_2017_02_08_18_23_14_469.jpg, IMG/right_2017_02_08_18_23_14_469.jpg,-0.3827161,0.9999623,0.0,30.23116
IMG/center_2017_02_08_18_23_14_569.jpg, IMG/left_2017_02_08_18_23_14_569.jpg, IMG/right_2017_02_08_18_23_14_569.jpg,0.2417324,0.9999623,0.0,30.15792
IMG/center_2017_02_08_18_23_15_475.jpg, IMG/left_2017_02_08_18_23_15_475.jpg, IMG/right_2017_02_08_18_23_15_475.jpg,-0.5081019,0.9999623,0.0,30.2247
IMG/center_2017_02_08_18_23_15_576.jpg, IMG/left_2017_02_08_18_23_15_576.jpg, IMG/right_2017_02_08_18_23_15_576.jpg,-0.2573302,0.9999623,0.0,30.24772
IMG/center_2017_02_08_18_23_15_777.jpg, IMG/left_2017_02_08_18_23_15_777.jpg, IMG/right_2017_02_08_18_23_15_777.jpg,0.06676493,0.9999623,0.0,30.21158
IMG/center_2017_02_08_18_23_16_782.jpg, IMG/left_2017_02_08_18_23_16_782.jpg, IMG/right_2017_02_08_18_23_16_782.jpg,-0.537037,0.9999623,0.0,30.08249
IMG/center_2017_02_08_18_23_16_882.jpg, IMG/left_2017_02_08_18_23_16_882.jpg, IMG/right_2017_02_08_18_23_16_882.jpg,-0.1512346,0.9999623,0.0,30.18514
IMG/center_2017_02_08_18_23_17_083.jpg, IMG/left_2017_02_08_18_23_17_083.jpg, IMG/right_2017_02_08_18_23_17_083.jpg,0.2222915,0.9999623,0.0,30.21012
IMG/center_2017_02_08_18_23_17_888.jpg, IMG/left_2017_02_08_18_23_17_888.jpg, IMG/right_2017_02_08_18_23_17_888.jpg,0.02788327,0.9999623,0.0,30.18253
IMG/center_2017_02_08_18_23_18_289.jpg, IMG/left_2017_02_08_18_23_18_289.jpg, IMG/right_2017_02_08_18_23_18_289.jpg,0.4361407,0.9999623,0.0,30.14464
IMG/center_2017_02_08_18_23_19_895.jpg, IMG/left_2017_02_08_18_23_19_895.jpg, IMG/right_2017_02_08_18_23_19_895.jpg,-0.3248457,0.9999623,0.0,30.16544
IMG/center_2017_02_08_18_23_20_598.jpg, IMG/left_2017_02_08_18_23_20_598.jpg, IMG/right_2017_02_08_18_23_20_598.jpg,-0.5852624,0.9999623,0.0,30.15398
IMG/center_2017_02_08_18_23_20_900.jpg, IMG/left_2017_02_08_18_23_20_900.jpg, IMG/right_2017_02_08_18_23_20_900.jpg,0.04732411,0.9999623,0.0,30.1962
IMG/center_2017_02_08_18_23_21_001.jpg, IMG/left_2017_02_08_18_23_21_001.jpg, IMG/right_2017_02_08_18_23_21_001.jpg,0.280614,0.9999623,0.0,30.18633
IMG/center_2017_02_08_18_23_21_102.jpg, IMG/left_2017_02_08_18_23_21_102.jpg, IMG/right_2017_02_08_18_23_21_102.jpg,-0.3344907,0.9999623,0.0,30.1665
IMG/center_2017_02_08_18_23_21_504.jpg, IMG/left_2017_02_08_18_23_21_504.jpg, IMG/right_2017_02_08_18_23_21_504.jpg,-0.07407407,0.9999623,0.0,30.19299
IMG/center_2017_02_08_18_23_21_605.jpg, IMG/left_2017_02_08_18_23_21_605.jpg, IMG/right_2017_02_08_18_23_21_605.jpg,-0.21875,0.9999623,0.0,30.18339
IMG/center_2017_02_08_18_23_22_714.jpg, IMG/left_2017_02_08_18_23_22_714.jpg, IMG/right_2017_02_08_18_23_22_714.jpg,-0.5852624,0.9999623,0.0,30.12971
IMG/center_2017_02_08_18_23_23_117.jpg, IMG/left_2017_02_08_18_23_23_117.jpg, IMG/right_2017_02_08_18_23_23_117.jpg,-0.3248457,0.9999623,0.0,30.17714
IMG/center_2017_02_08_18_23_23_721.jpg, IMG/left_2017_02_08_18_23_23_721.jpg, IMG/right_2017_02_08_18_23_23_721.jpg,-0.5081019,0.9999623,0.0,30.16881
IMG/center_2017_02_08_18_23_25_233.jpg, IMG/left_2017_02_08_18_23_25_233.jpg, IMG/right_2017_02_08_18_23_25_233.jpg,0.3097753,0.9999623,0.0,30.17581
IMG/center_2017_02_08_18_25_16_118.jpg, IMG/left_2017_02_08_18_25_16_118.jpg, IMG/right_2017_02_08_18_25_16_118.jpg,0.4555815,0.9999623,0.0,30.14801
IMG/center_2017_02_08_18_25_16_222.jpg, IMG/left_2017_02_08_18_25_16_222.jpg, IMG/right_2017_02_08_18_25_16_222.jpg,0.280614,0.9999623,0.0,30.18352
IMG/center_2017_02_08_18_25_17_129.jpg, IMG/left_2017_02_08_18_25_17_129.jpg, IMG/right_2017_02_08_18_25_17_129.jpg,0.562506,0.9999623,0.0,30.10069
IMG/center_2017_02_08_18_25_17_234.jpg, IMG/left_2017_02_08_18_25_17_234.jpg, IMG/right_2017_02_08_18_25_17_234.jpg,0.04732411,0.9999623,0.0,30.17747
IMG/center_2017_02_08_18_25_17_537.jpg, IMG/left_2017_02_08_18_25_17_537.jpg, IMG/right_2017_02_08_18_25_17_537.jpg,0.2417324,0.9999623,0.0,30.19996
IMG/center_2017_02_08_18_25_17_846.jpg, IMG/left_2017_02_08_18_25_17_846.jpg, IMG/right_2017_02_08_18_25_17_846.jpg,0.09592617,0.9999623,0.0,30.14603
IMG/center_2017_02_08_18_25_18_250.jpg, IMG/left_2017_02_08_18_25_18_250.jpg, IMG/right_2017_02_08_18_25_18_250.jpg,-0.4695216,0.9999623,0.0,30.11688
IMG/center_2017_02_08_18_25_19_370.jpg, IMG/left_2017_02_08_18_25_19_370.jpg, IMG/right_2017_02_08_18_25_19_370.jpg,0.4750223,0.9999623,0.0,30.11499
IMG/center_2017_02_08_18_25_20_179.jpg, IMG/left_2017_02_08_18_25_20_179.jpg, IMG/right_2017_02_08_18_25_20_179.jpg,0.397259,0.9999623,0.0,30.16367
IMG/center_2017_02_08_18_25_22_015.jpg, IMG/left_2017_02_08_18_25_22_015.jpg, IMG/right_2017_02_08_18_25_22_015.jpg,0.5819468,0.9999623,0.0,30.15494
IMG/center_2017_02_08_18_25_22_429.jpg, IMG/left_2017_02_08_18_25_22_429.jpg, IMG/right_2017_02_08_18_25_22_429.jpg,0.5819468,0.9999623,0.0,30.10623
IMG/center_2017_02_08_18_25_24_578.jpg, IMG/left_2017_02_08_18_25_24_578.jpg, IMG/right_2017_02_08_18_25_24_578.jpg,-0.2862654,0.9999623,0.0,30.1355
IMG/center_2017_02_08_18_25_25_093.jpg, IMG/left_2017_02_08_18_25_25_093.jpg, IMG/right_2017_02_08_18_25_25_093.jpg,-0.373071,0.9999623,0.0,30.08573
IMG/center_2017_02_08_18_25_25_394.jpg, IMG/left_2017_02_08_18_25_25_394.jpg, IMG/right_2017_02_08_18_25_25_394.jpg,-0.4405864,0.9999623,0.0,30.00327
